,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6,Max Weekly Velocity
940,41,2020-04-26T00:00:00.000Z,Hips Dont Lie by Shakira,goalsounds ,USSM10600677,-0.14285714285714302,15778873.0,82,"['2015-06-19T00:00:00.000Z', '2015-09-04T00:00:00.000Z', '2006-11-24T00:00:00.000Z', '2015-12-04T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2014-06-10T00:00:00.000Z', '2009-03-06T00:00:00.000Z', '2014-08-29T00:00:00.000Z', '2012-09-14T00:00:00.000Z', '2006-03-27T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2015-10-30T00:00:00.000Z', '2009-06-11T00:00:00.000Z', '2014-11-07T00:00:00.000Z', '2012-06-01T00:00:00.000Z', '2012-12-14T00:00:00.000Z', '2006-10-30T00:00:00.000Z', '2006-03-15T00:00:00.000Z', '2009-11-30T00:00:00.000Z', '2008-08-15T00:00:00.000Z', '2016-07-01T00:00:00.000Z', '2014-09-12T00:00:00.000Z', '2010-12-17T00:00:00.000Z', '2014-06-06T00:00:00.000Z', '2014-11-28T00:00:00.000Z', '2015-11-27T00:00:00.000Z', '2014-11-07T00:00:00.000Z', '2011-05-09T00:00:00.000Z', '2005-01-01T00:00:00.000Z', '2016-03-11T00:00:00.000Z', '2016-01-15T00:00:00.000Z', '2013-06-21T00:00:00.000Z', '2012-01-01T00:00:00.000Z', '2009-06-15T00:00:00.000Z', '2005-01-01T00:00:00.000Z', '2011-06-03T00:00:00.000Z', '2009-05-08T00:00:00.000Z', '2013-12-23T00:00:00.000Z', '2012-03-23T00:00:00.000Z', '2016-12-02T00:00:00.000Z', '2005-01-01T00:00:00.000Z', '2014-08-29T00:00:00.000Z', '2009-08-20T00:00:00.000Z', '2013-08-02T00:00:00.000Z', '2008-11-11T00:00:00.000Z', '2017-12-12T00:00:00.000Z', '2018-07-20T00:00:00.000Z', '2009-07-03T00:00:00.000Z', '2017-11-10T00:00:00.000Z', '2018-11-20T00:00:00.000Z', '2018-12-07T00:00:00.000Z', '2006-01-01T00:00:00.000Z', '2018-11-30T00:00:00.000Z', '2019-03-29T00:00:00.000Z', '2018-12-07T00:00:00.000Z', '2018-12-14T00:00:00.000Z', '2019-06-19T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",,,,3.4285714285714306
941,42,2020-04-26T00:00:00.000Z,Kalla Sohna Nai,Neha Kakkar,FRX452036086,,28796976.0,58,[None],450003.0,6517380.0,14447732.0,1.28571428571429
944,45,2020-04-26T00:00:00.000Z,Ты мой кайф,ХАНЗА&OWEEK,RUA1D2002705,1.28571428571429,28330804.0,90,"['2020-01-29T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",,,,3.0
946,47,2020-04-26T00:00:00.000Z,Say So,Doja Cat,USRC11903454,0.28571428571428603,26951096.0,117,"['2019-11-07T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-14T00:00:00.000Z', '2020-09-17T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-11T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",217671.0,779315.0,4337663.0,15.285714285714299
947,48,2020-04-26T00:00:00.000Z,Hit It,𝒀𝑼𝑵𝑮 𝑺𝑲𝑹𝑹𝑻 ,QZFZ72063845,4.85714285714286,28847010.0,119,['2019-07-27T00:00:00.000Z'],,,,4.85714285714286
948,49,2020-04-26T00:00:00.000Z,Lagu Untuk Kamu,Pura-pura baek_,MYPJ11900006,-2.71428571428571,27345474.0,51,['2019-11-15T00:00:00.000Z'],,,,17.1428571428571
949,50,2020-04-26T00:00:00.000Z,Safaera,Bad Bunny & Jowell & Randy & Nengo Flow,QM4TX2030965,,28621736.0,44,['2020-02-28T00:00:00.000Z'],,,,
950,51,2020-04-26T00:00:00.000Z,Treasure,Jaylin -_-,USAT21206909,-2.42857142857143,15086820.0,60,"['2014-04-21T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2013-12-09T00:00:00.000Z', '2012-12-11T00:00:00.000Z', '2012-12-07T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-11-06T00:00:00.000Z']",,,,0.7142857142857142
951,52,2020-04-26T00:00:00.000Z,Kesha - Take It Off,叶子🍃💗,USRC10900736,0.0,15674027.0,132,"['2010-10-08T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-05-10T00:00:00.000Z', '2010-09-10T00:00:00.000Z', '2011-01-28T00:00:00.000Z', '2010-11-19T00:00:00.000Z', '2011-03-22T00:00:00.000Z', '2013-11-22T00:00:00.000Z', '2010-12-17T00:00:00.000Z', '2010-01-01T00:00:00.000Z']",,,,6.71428571428571
952,53,2020-04-26T00:00:00.000Z,OUT WEST,JACKBOYS & Travis Scott,USSM11914988,-1.57142857142857,28009698.0,66,['2019-12-27T00:00:00.000Z'],,,,-0.5714285714285711
953,54,2020-04-26T00:00:00.000Z,Goa Beach,Tony Kakkar,FR10S2014119,-0.14285714285714302,28457120.0,69,['2020-02-11T00:00:00.000Z'],29892.0,753682.0,1653359.0,-0.14285714285714302
957,58,2020-04-26T00:00:00.000Z,Memories (Drinks Bring Back),AJAY STEVENS 🇯🇲📍,QZHN71981077,3.5714285714285694,26849242.0,133,['2019-10-12T00:00:00.000Z'],,,,8.0
958,59,2020-04-26T00:00:00.000Z,Cannibal by Kesha,rapidsongs ,USRC11000876,-2.85714285714286,15674338.0,39,"['2010-11-19T00:00:00.000Z', '2011-01-28T00:00:00.000Z', '2010-11-19T00:00:00.000Z', '2010-11-19T00:00:00.000Z']",,,,-0.42857142857142894
960,61,2020-04-26T00:00:00.000Z,Something New (feat. Ty Dolla $ign),Wiz Khalifa,USAT21702964,-1.85714285714286,16794851.0,62,"['2018-07-13T00:00:00.000Z', '2017-08-11T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",2974.0,8682865.0,9523940.0,-1.0
962,63,2020-04-26T00:00:00.000Z,Level Up,Ciara,ZZOPM1800407,1.14285714285714,20223938.0,82,"['2018-07-18T00:00:00.000Z', '2019-05-10T00:00:00.000Z']",2083.0,4127772.0,4639846.0,9.714285714285712
965,66,2020-04-26T00:00:00.000Z,Oh Nanana - Remix,dj 6rb & Bonde R300,US7VG1770309,-0.857142857142857,14710643.0,102,['2017-03-22T00:00:00.000Z'],,,,1.85714285714286
966,67,2020-04-26T00:00:00.000Z,They Call Me Tiago (Her Name Is Margo),Tiagz,QZFZ52038008,-4.85714285714286,28667532.0,52,"['2020-02-27T00:00:00.000Z', '2020-02-27T00:00:00.000Z', '2020-05-15T00:00:00.000Z']",877492.0,7048.0,122867.0,2.57142857142857
967,68,2020-04-26T00:00:00.000Z,Dance Monkey,Tones And I,QZES71982312,-1.0,22955238.0,129,"['2019-05-10T00:00:00.000Z', '2019-05-10T00:00:00.000Z', '2019-08-08T00:00:00.000Z', '2019-08-29T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",1410939.0,436052.0,2388886.0,12.4285714285714
969,70,2020-04-26T00:00:00.000Z,Back to the beat,Rizkyam_NEW,TCAEQ2022365,-1.57142857142857,28457577.0,76,['2020-01-28T00:00:00.000Z'],,,,17.8571428571429
970,71,2020-04-26T00:00:00.000Z,BORED IN THE HOUSE,curtistoofunny,QZ85M2035656,-8.571428571428571,28844676.0,61,['2020-03-23T00:00:00.000Z'],,,,0.0
971,72,2020-04-26T00:00:00.000Z,Dance Monkey,วิดีโอจีน,QZES71982312,2.14285714285714,22955238.0,90,"['2019-05-10T00:00:00.000Z', '2019-05-10T00:00:00.000Z', '2019-08-08T00:00:00.000Z', '2019-08-29T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",,,,12.4285714285714
973,74,2020-04-26T00:00:00.000Z,Myself,Bazzi,USAT21801524,7.857142857142861,19040153.0,177,"['2018-04-12T00:00:00.000Z', '2018-04-12T00:00:00.000Z', '2020-04-13T00:00:00.000Z']",213807.0,2671971.0,3863240.0,7.857142857142861
975,76,2020-04-26T00:00:00.000Z,Favorito,Camilo,USSD12000055,-1.85714285714286,28855400.0,73,"['2020-03-26T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-10-30T00:00:00.000Z']",1355995.0,490572.0,5007681.0,6.571428571428571
976,77,2020-04-26T00:00:00.000Z,What If (I Told You I Like You),johnny orlando,CAGFE1800001,,19251938.0,183,"['2018-06-15T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",214276.0,407104.0,541624.0,6.857142857142861
978,79,2020-04-26T00:00:00.000Z,Pump,VALENTINO KHAN,USZ4V1700087,-3.4285714285714306,16090524.0,267,"['2017-05-26T00:00:00.000Z', '2017-06-02T00:00:00.000Z']",46206.0,154409.0,187054.0,11.142857142857098
980,81,2020-04-26T00:00:00.000Z,Funky Town,The Dance Queen Group,ITS049900037,-3.4285714285714306,13336840.0,59,"['2007-11-04T00:00:00.000Z', '2010-10-08T00:00:00.000Z', '2014-07-03T00:00:00.000Z', '2006-04-25T00:00:00.000Z']",241461.0,317.0,720.0,-1.0
981,82,2020-04-26T00:00:00.000Z,Toosie Slide,Drake,USUG12001281,,28904803.0,85,"['2020-04-03T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-01T00:00:00.000Z']",3380.0,43492894.0,51102091.0,0.5714285714285711
982,83,2020-04-26T00:00:00.000Z,Boss Bitch,Doja Cat,USAT21907355,-1.28571428571429,28272063.0,66,"['2020-01-23T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-02-06T00:00:00.000Z', '2020-02-06T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-09T00:00:00.000Z']",217671.0,779315.0,4337663.0,-1.28571428571429
989,90,2020-04-26T00:00:00.000Z,Lottery,K CAMP,USUYG1247701,-1.85714285714286,22696770.0,113,"['2019-04-01T00:00:00.000Z', '2019-06-21T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",4617.0,1034621.0,1230550.0,1.0
990,91,2020-04-26T00:00:00.000Z,"Eu Nunca, Eu Já",Angel Oficial,BRUU52000007,0.7142857142857142,28935153.0,141,['2020-04-03T00:00:00.000Z'],,,,0.7142857142857142
991,92,2020-04-26T00:00:00.000Z,Hold On,Cheat Codes,NLZ542000294,-7.857142857142861,28671545.0,52,"['2020-03-06T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-06T00:00:00.000Z']",206343.0,1448794.0,1743926.0,4.0
995,96,2020-04-26T00:00:00.000Z,Coronavirus,Imarkkeyz,QZFZ62070360,-3.4285714285714306,28774207.0,52,['2020-03-13T00:00:00.000Z'],142338.0,2263.0,10975.0,-1.42857142857143
996,97,2020-04-26T00:00:00.000Z,Like That,Doja Cat,USRC11902288,-4.42857142857143,26950239.0,46,"['2019-11-07T00:00:00.000Z', '2020-11-11T00:00:00.000Z']",217671.0,779315.0,4337663.0,-3.71428571428571
998,99,2020-04-26T00:00:00.000Z,Tusa,Nicki Minaj,USUM71921183,-1.0,26955241.0,67,"['2019-11-07T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-17T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-03-18T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-09-17T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-12-16T00:00:00.000Z']",3442.0,16756085.0,19389193.0,-0.28571428571428603
999,100,2020-04-26T00:00:00.000Z,Blow Your Mind (Mwahchallenge),Dua Lipa,GBAHT1600302,10.5714285714286,12453530.0,83,"['2016-08-26T00:00:00.000Z', '2017-06-02T00:00:00.000Z', '2017-06-02T00:00:00.000Z', '2017-06-02T00:00:00.000Z', '2018-10-19T00:00:00.000Z', '2020-04-24T00:00:00.000Z']",5381.0,14838486.0,21113084.0,10.5714285714286
1000,1,2020-05-17T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,,29203381.0,121,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0,7.0
1002,3,2020-05-17T00:00:00.000Z,Savage,Megan Thee Stallion,QMCE32000097,,28677612.0,113,['2020-03-06T00:00:00.000Z'],788785.0,630260.0,2628012.0,53.571428571428605
1004,5,2020-05-17T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,,29203381.0,67,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0,7.0
1006,7,2020-05-17T00:00:00.000Z,Let's Do It Again,J Boog,USUYG1009171,,15953367.0,65,['2011-09-27T00:00:00.000Z'],3979.0,175385.0,215473.0,3.4285714285714306
1007,8,2020-05-17T00:00:00.000Z,Kuch Bhi Ho Jaye,B Praak,INSD11900311,,28987846.0,44,"['2020-04-09T00:00:00.000Z', '2020-04-05T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-09-02T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",465633.0,414554.0,894091.0,7.71428571428571
1008,9,2020-05-17T00:00:00.000Z,Personal,Harvey,GBUM71705474,,17799080.0,112,"['2018-01-19T00:00:00.000Z', '2017-11-30T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",,,,3.4285714285714306
1009,10,2020-05-17T00:00:00.000Z,Toosie Slide,Drake,USUG12001281,,28904803.0,101,"['2020-04-03T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-01T00:00:00.000Z']",3380.0,43492894.0,51102091.0,0.5714285714285711
1012,13,2020-05-17T00:00:00.000Z,Woah,Krypto9095,QZDA41998629,,22809467.0,215,"['2019-03-29T00:00:00.000Z', '2019-03-29T00:00:00.000Z']",1458508.0,7820.0,15677.0,3.4285714285714306
1013,14,2020-05-17T00:00:00.000Z,I'm Just a Kid,Simple Plan,USAT20111234,,15073090.0,134,"['2018-04-06T00:00:00.000Z', '2002-03-19T00:00:00.000Z', '2002-03-19T00:00:00.000Z', '2002-02-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",1232.0,2314292.0,2680919.0,95.1428571428571
1014,15,2020-05-17T00:00:00.000Z,Party Girl,StaySolidRocky,USSM12002247,,29155495.0,32,"['2020-04-21T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-15T00:00:00.000Z']",3647326.0,1723.0,124267.0,9.14285714285714
